company,date_posted,title,site,location,is_remote,termino_de_busqueda,description,job_url,company_industry
Geatel Telecom,2026-07-23,Diseñador Gráfico / Call Center / San Juan de Lurigancho,indeed,"San Juan de Lurigancho, LIM, PE",False,Ciencias Sociales,"Importante empresa del rubro **Call Center** se encuentra en la búsqueda de un **Diseñador Gráfico** para incorporarse a nuestro equipo en **San Juan de Lurigancho.** Buscamos una persona creativa, innovadora y proactiva, con capacidad para desarrollar piezas gráficas de alto impacto que fortalezcan la comunicación y la imagen de la organización. Si te apasiona el diseño y buscas nuevos retos, ¡queremos conocerte!

**REQUISITOS:**

* Bachiller o técnico de las carreras de Diseño Gráfico, Ciencias de la Comunicación o carreras afines.
* Experiencia deseable como mínimo de 1 año como diseñador.
* Buena redacción y expresión oral. (excluyente)
* Disponibilidad para laborar de lunes a viernes de 08:00 am a 05:00 pm y sábados de 08:00 am a 01:00 pm.
* Experiencia en atención al cliente y realizando prospección o estrategias comerciales.
* Adobe Photoshop (intermedio – avanzado)
* Adobe Illustrator (intermedio – avanzado)
* Adobe Premiere (deseable)
* Horario de trabajo: Lunes a Viernes: 8:00 am a 5:15 pm y Sábados: 9:00 am a 3:00 pm

**FUNCIONES:**

* Proveer soluciones de diseño gráfico para las empresas del GRUPO basadas en la interpretación de las ideas y los requerimientos de la unidad organizativa que solicita el trabajo, para definir el concepto, la metodología y el formato a aplicar en el producto final.
* Crear y editar material gráfico para impresión y redes sociales.
* Editar fotos para página web, catálogo virtual.
* Realizar el diseño y envío de comunicados de cumpleaños y felicitaciones según fechas destacadas.
* Coordinar, colaborar y ejecutar con Jefes de cada área para la elaboración y actualización de información y/o otras herramientas para mejorar la oferta comercial y la de la empresa
* Otras actividades que le encargue su jefe inmediato.

**COMPETENCIA:**

* Creativo
* Flexibilidad al cambio
* Trabajo en equipo
* Orientación a resultados
* Manejo de trabajo bajo presión

**BENEFICIOS:**

* Remuneración acorde al mercado
* Lugar de Trabajo: San Juan de Lurigancho
* Línea de Carrera
* Buen clima laboral.

¡Si te gustan los retos, te invitamos a formar parte de este gran equipo!

Sueldo: S/.1,500\.00 \- S/.1,700\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=6c96baeb5cccd60b,
AX ARCHERY,2026-07-22,Asistente de Call Center,indeed,"San Isidro, LIM, PE",False,Ciencias Sociales,"En AX Archery buscamos personas con vocación de servicio, actitud positiva y ganas de aprender. ***No necesitas experiencia previa: valoramos principalmente tu comunicación, responsabilidad y disposición para ofrecer una excelente experiencia a nuestros alumnos y visitantes.***

**Modalidad:** Part time – 24 horas semanales  
**Remuneración:** S/ 580 a S/ 600  
**Horario:**

* Lunes a Sábado: 9:00am a 6:00pm

**¿Qué harás?**

* Atender consultas por llamadas, WhatsApp Business y redes sociales.
* Orientar a los interesados sobre nuestras clases y servicios.
* Contactar y dar seguimiento a personas interesadas en una clase de prueba.
* Agendar y confirmar citas en coordinación con el equipo comercial y deportivo.
* Registrar y actualizar la información de prospectos y alumnos en el CRM.
* Apoyar en recepción, registro de asistencia y entrega de implementos cuando sea necesario.
* Realizar otras funciones relacionadas con el puesto.

**¿Qué buscamos?**

* Estudiantes de últimos ciclos de Administración, Marketing, Psicología, Hotelería y Turismo, Educación Física, Ciencias del Deporte, Ingeniería Industrial o carreras afines.
* Facilidad para comunicarse y relacionarse con diferentes personas.
* Vocación de servicio, empatía y orientación al cliente.
* Responsabilidad, actitud positiva y ganas de aprender.
* La experiencia en atención al cliente, ventas o call center será valorada, pero no es indispensable.

**¿Qué te ofrecemos?**

* Ingreso a planilla.
* Bonos adicionales.
* Capacitaciones y acompañamiento continuo.
* Oportunidades de crecimiento y línea de carrera.
* Formación en atención al cliente, gestión y liderazgo.
* Un ambiente dinámico dentro del sector deportivo.

Pregunta(s) de postulación:

* ¿Qué consideras más importante para brindar una buena atención al cliente?
* ¿Cómo lograrías generar confianza con un cliente durante una llamada telefónica?
* Visualizaste el horario y salario estas de acuerdo?

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=1afd1a601f940114,
Campo Grande,2026-07-22,Practicante de Marketing Digital,indeed,"Ate, LIM, PE",False,Ciencias Sociales,"En **Campo Grande Perú**, el Mercado Mayorista Online de Alimentos en el país, estamos buscando un/a **Practicante de Marketing Digital** para potenciar nuestra presencia online y dar soporte a nuestras estrategias comerciales.

Tu misión será apoyar en la ejecución de campañas digitales, creación de contenido y análisis de métricas para atraer nuevos clientes mayoristas y consolidar nuestra comunidad en redes sociales.

**Responsabilidades:**

* **Creación de Contenido:** Apoyar en el diseño de piezas gráficas y edición de videos cortos (Reels/TikToks) para redes sociales, adaptando los mensajes a nuestra audiencia comercial.
* **Gestión y Ejecución:** Asistir en la programación de publicaciones, monitoreo de la comunidad y armado de campañas de email marketing promocionales.
* **Soporte en Pauta Digital:** Asistir en el seguimiento de campañas publicitarias básicas (Meta Ads, Google Ads) para aumentar la visibilidad de nuestros productos y captar *leads*.
* **Análisis y Reportes:** Recopilar métricas de interacción, alcance y tráfico para elaborar reportes de rendimiento que ayuden a optimizar nuestras acciones digitales.

**Requisitos:**

* **Educación:** Estudiante de últimos ciclos o recién egresado(a) de Marketing, Ciencias de la Comunicación, Publicidad o carreras afines.
* **Habilidades Técnicas:** Manejo de herramientas de diseño ágil (Canva, Illustrator) y edición móvil (CapCut). Conocimiento básico de Meta Business Suite y plataformas de mailing.
* **Interés:** Deseo de aprender sobre e\-commerce, estrategias de conversión y tendencias digitales, con afinidad por el rubro de alimentos.
* **Disponibilidad:** Para realizar prácticas de forma presencial en nuestras oficinas ubicadas en Ate (Ref. Real Plaza Puruchuco).

Sueldo: A partir de S/.1,200\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=cec6b63aa273703b,
IMPORT EXPORT YOMAR S.A.C,2026-07-22,Community Manager,indeed,"Huachipa, LIM, PE",False,Ciencias Sociales,"Únete a nuestro equipo!

En YOMAR nos encontramos en la búsqueda de un(a) Creador(a) de Contenido creativo(a), dinámico(a) y con facilidad para desenvolverse frente a la cámara.

Requisitos:

Técnico(a) o universitario(a) egresado(a), bachiller o estudiante de los últimos ciclos de Ciencias de la Comunicación, Comunicación Audiovisual, Marketing o carreras afines.  
Facilidad para desenvolverse frente a la cámara y excelente expresión verbal.  
Conocimiento de las tendencias en TikTok, Instagram y Facebook.  
Manejo básico o intermedio de edición de video.  
Manejo de Microsoft Excel.  
Conocimiento de Adobe Illustrator y Adobe Photoshop.  
Disponibilidad para grabar contenido dentro y fuera de la empresa.  
Creatividad, proactividad y capacidad para trabajar en equipo.

Funciones  
Ser la imagen de la empresa en videos para redes sociales.  
Crear contenido atractivo para TikTok, Instagram y Facebook.  
Investigar y adaptar tendencias digitales al estilo de la marca.  
Cubrir activaciones, eventos corporativos y visitas a clientes.  
Coordinar con el área de Marketing el calendario de publicaciones.  
Editar videos para publicaciones diarias.  
Apoyar en el diseño de piezas gráficas para redes sociales.  
Representar a la marca de manera profesional frente a la cámara.

Horario:

Lunes a viernes de 8:20 a. m. a 6:00 p. m. \- Sabado de 8:20 a. m a 1:00 p.m  
El horario podrá ajustarse de acuerdo con las necesidades de las grabaciones y actividades programadas, respetando la jornada laboral establecida.

Ofrecemos  
Ingreso a planilla.  
Beneficios de acuerdo con ley.  
Excelente ambiente laboral.  
Oportunidad de desarrollo profesional.  
Capacitación constante.

Lugar de trabajo: Huachipa – Lima.

Sueldo: S/.1,500\.00 \- S/.1,600\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=1f4a8ecefb7f0157,
,2026-07-22,Practicante Pre Profesional de Marketing,indeed,"Trujillo, LLI, PE",False,Ciencias Sociales,"Descripción del puesto  
En Contagesti Perú buscamos un(a) practicante de Marketing con creatividad, iniciativa y entusiasmo por la creación de contenido audiovisual. La persona seleccionada apoyará en la producción de contenido para redes sociales, cobertura de eventos empresariales y actividades de posicionamiento de marca, participando activamente en campo y contribuyendo al crecimiento de la presencia digital de la empresa.

Funciones  
\- Grabar contenido audiovisual para redes sociales (Reels, Tiktok, historias y videos institucionales)  
\- Cubrir eventos, capacitaciones y actividades empresariales.  
\- Apoyar en la creación de contenido para campañas de marketing.  
\- Capturar fotografías y videos de los servicios y actividades de la empresa.  
\- Proponer ideas creativas para contenido digital.  
\- Apoyar en la planificación y ejecución de estrategias de marketing.  
\- Coordinar con el equipo de diseño y marketing para la publicación de contenido.  
\- Realizar visitas a empresas, ferias y eventos cuando sea necesario.  
\- Apoyar en otras actividades relacionadas con el área de marketing.

Conocimientos  
\- Manejo básico o intermedio de Canva.  
\- Conocimientos básicos de fotografía y grabación de videos.  
\- Edición básica (CapCut, Canva u otras herramientas similares).  
\- Marketing digital.  
\- Creación de contenido para redes sociales.  
\- Microsoft Office.

Requisitos  
\- Estudiante de Marketing, Ciencias de la Comunicación, Publicidad, Diseño gráfico, Comunicación Audiovisual o carreras afines.  
\- Disponibilidad para realizar trabajo en campo.  
\- Interés por la creación de contenido digital.  
\- Facilidad para comunicarse frente a cámara y con diferentes públicos.  
\- Disponibilidad para asistir a eventos empresariales.  
\- Disponibilidad para realizar prácticas pre profesionales.

Competencias  
Buscamos una persona proactiva, creativa, dinámica y con iniciativa, que disfrute generar contenido y trabajar en campo. Valoramos la capacidad de comunicación, la facilidad para relacionarse con las personas, la organización, el compromiso, la responsabilidad y la disposición para aprender continuamente. Asimismo, buscamos un perfil orientado a resultados, con capacidad para trabajar en equipo y aportar ideas innovadoras que fortalezcan el posicionamiento de la marca.

Beneficios  
\- Convenio de prácticas pre profesionales.  
\- Capacitación constante.  
\- Participación en eventos empresariales.  
\- Desarrollo de experiencia en marketing digital y creación de contenido.  
\- Excelente ambiente laboral.  
\- Aprendizaje en proyectos reales.  
\- Certificado de prácticas.  
\- Posibilidad de crecimiento e incorporación a la empresa según desempeño.

CONTACTO: 994833962

Sueldo: S/.100\.00 \- S/.150\.00 al mes

Lugar de trabajo: Híbrido en Trujillo, La Libertad",https://pe.indeed.com/viewjob?jk=791125390a124d1a,
TOTAL AUTOS - DERCO CENTER,2026-07-22,ASISTENTE DE MARKETING,indeed,"Huancayo, JUN, PE",False,Ciencias Sociales,"**¡Únete a nuestro equipo!**

En **KLM GROUP** buscamos un(a) **ASISTENTE DE MARKETING** apasionado(a) por la creatividad, las redes sociales y el marketing digital. Si te gusta convertir ideas en contenido que impacta, ¡esta oportunidad es para ti!

***¿Qué harás?***

* Dar seguimiento al plan de marketing.
* Gestionar las redes sociales de la empresa.
* Crear y publicar contenido según el calendario editorial.
* Administrar Meta Business Suite, Meta Ads y TikTok Ads.
* Participar en la producción de contenido audiovisual.
* Monitorear tendencias y elaborar reportes de métricas y campañas digitales.

***¿Qué buscamos?***

* Egresado(a) técnico o universitario de Marketing, Diseño Gráfico, Ciencias de la Comunicación o carreras afines.
* Experiencia mínima de 1 año en puestos similares.
* Conocimiento en Meta Business Suite, Meta Ads y TikTok Ads.
* Manejo de herramientas de diseño gráfico y creación de contenido audiovisual.

**Te ofrecemos:**

* Ingreso a planilla (Régimen General).
* Excelente clima laboral.
* Aprendizaje y desarrollo continuo.
* Oportunidad de crecimiento profesional.

***¡Postula ahora y sé parte de un equipo que impulsa la innovación y el crecimiento!***

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=fe8e36bdc1961e53,
true sports,2026-07-21,practicante audiovisual,indeed,"Callao, CAL, PE",False,Ciencias Sociales,"En **True Sports** seguimos creciendo y buscando al mejor talento para integrarse a nuestro equipo. Si te apasiona la edición de video, el contenido deportivo y tienes iniciativa, ¡esta oportunidad es para ti!

**Puesto:** Practicante Audiovisual

**Sede:** Mall Bellavista (Callao)

**Modalidad:** Presencial / Semi\-presencial

**Requisitos del Puesto**

* **Conocimientos técnicos:** Manejo a nivel intermedio/avanzado de **Adobe Premiere Pro** y conocimientos básicos/intermedios de **After Effects** o Motion Graphics.
* **Habilidades audiovisuales:** Interés y nociones básicas en dirección de cámara, iluminación, encuadre y narrativa visual orientada a deportes.
* **Perfil:** Estudiante de los últimos ciclos o egresado(a) de Ciencias de la Comunicación, Audiovisual o Diseño Gráfico.
* **Ubicación:** Residir en el Callao o contar con facilidad de acceso a la sede de Mall Bellavista.

**Principales Funciones**

* Edición de piezas de video promocionales para redes sociales y pantallas en tienda.
* Apoyo en la grabación y cobertura de eventos deportivos y promociones en la sede.
* Creación de animaciones básicas y adaptaciones de contenido según la línea gráfica de la marca.

**¿Qué ofrecemos?**

* Excelente clima laboral en un entorno deportivo y dinámico.
* Oportunidad de desarrollo profesional y creación de un portafolio sólido.
* Certificado de prácticas profesionales/preprofesionales.
* Descuentos corporativos en la marca.

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=0b1a565183b7cbb4,
Fitness solution corporation sac,2026-07-21,DISEÑADOR/AUDIOVISUAL,indeed,"Jesús María, LIM, PE",False,Ciencias Sociales,"Estamos en búsqueda de un DISEÑADOR/AUDIOVISUAL para formar parte del equipo de marketing de Solufit, una marca en crecimiento enfocada en nutrición, salud, transformación física y bienestar.

**Perfil que buscamos:**

Egresado(a) de Diseño Gráfico, Comunicación Audiovisual, Ciencias de la comunicción Marketing o carreras afines.

Dominio de Adobe Premiere Pro, After Effects, Photoshop e Illustrator.

Dominio en todo Adobe Principalmente (Adobe Photoshop ,Adobe Illustrator)

Conocimiento en CapCut y edición para redes sociales.

Experiencia en diseño gráfico publicitario para redes sociales, campañas digitales, banners, flyers, historias, carruseles y material corporativo.

Capacidad para crear líneas gráficas modernas y mantener la identidad de la marca.

Conocimiento en edición de fotografía, retoque e iluminación.

Manejo de bancos de imágenes, videos, íconos y recursos gráficos (Freepik, Envato Elements, Adobe Stock, Shutterstock, Pexels, Unsplash, entre otros).

Creatividad para desarrollar contenido atractivo y con enfoque comercial.

Excelente criterio visual, composición, color y tipografía.

Conocimiento de tendencias en Instagram, Facebook, TikTok y Reels.

Capacidad para grabar y editar contenido audiovisual.

Proactividad, organización y trabajo en equipo.

**Funciones**

Planificar y producir contenido para redes sociales.

Grabar videos corporativos, testimonios, eventos y campañas.

Editar Reels, TikToks y videos publicitarios.

Diseñar piezas gráficas para redes sociales y campañas digitales.

Proponer ideas creativas para fortalecer la presencia digital de la marca.

Participar en reuniones de planificación y estrategias de marketing.

Cubrir eventos corporativos y activaciones de la empresa.

Mantener una línea gráfica alineada con la identidad.

**Valoramos especialmente:**

\* Experiencia en marcas de salud, nutrición, fitness, estética o servicios.

\* Conocimiento de tendencias en redes sociales.

\* Capacidad para convertir una idea en varios formatos de contenido.

\* Mentalidad comercial: entender que el contenido debe generar comunidad, confianza y consultas reales.

**Ofrecemos:**

Excelente ambiente laboral.

Oportunidad de crecimiento profesional.

Participación en proyectos creativos y campañas de alto impacto.

Capacitación constante.

Estabilidad laboral.

Desarrollo de portafolio con proyectos reales.

**Objetivo del puesto:**

Ayudar a posicionar Solufit como una marca referente en nutrición personalizada, generar contenido de valor, aumentar la comunidad, mejorar la presencia digital y contribuir al crecimiento de consultas y ventas.

Se requiere disponibilidad inmediata. Interesados enviar su CV al whatsapp 941702779

* Lugar de trabajo: Jr Pablo Bermudez 285, Jesus Maria
* Empleo presencial
* Horario : Lunes a sabado \_ 8am a 5pm

Sueldo: A partir de S/.1,300\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=e2c232152fcf4369,
Yaamanija & Asociados Consultoría,2026-07-21,ASISTENTE DE ACADEMIAS DEPORTIVAS - CLUB,indeed,"Pueblo Libre, LIM, PE",False,Ciencias Sociales,"Centro de esparcimiento deportivo familiar, ubicado en Pueblo Libre, se encuentra

en búsqueda de un ASISTENTE DE ACADEMIAS DEPORTIVAS.

REQUISITOS:

\- Estudios concluidos en Ciencias del Deporte, Administración, Marketing o afines.

\- Experiencia de 1 año en la posición.

\- Tener disponibilidad de laborar de lunes a sábado de 9 am a 6 pm (domingos en

eventos específicos con previa coordinación) en Pueblo Libre.

FUNCIONES:

\- Coordinar cursos y talleres con docentes.

\- Atender requerimientos académicos de alumnos, padres y docentes.

\- Apoyar el análisis de matrícula y asistencias para mejora continua.

\- Registrar la programación de academias en el sistema.

\- Realizar la programación y gestión de campañas publicitarias para redes sociales.

\- Apoyar compras de materiales deportivos (proveedores y cotizaciones).

\- Planificar eventos deportivos institucionales.

\- Brindar soporte a actividades y procesos institucionales.

HERRAMIENTAS:

Manejo de Canva.

BENEFICIOS:

\- Ingreso a planilla completa bajo el régimen general.

\- Grato ambiente laboral.

\- Oportunidad de desarrollo profesional en una institución deportiva de prestigio.

Sueldo: S/.1\.00 \- S/.2\.00 al mes

Pregunta(s) de postulación:

* ¿Cuál es tu expectativa salarial?

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=bd82310036ef0cb8,
Talento Selectivo,2026-07-21,Filmmaker / Clipero,indeed,"Lince, LIM, PE",False,Ciencias Sociales,"**Funciones:**

* Producción en campo, edición avanzada, subtitulado dinámico y aplicación de tendencias.
* Grabar, editar y producir videos cortos de alto impacto para redes sociales (TikTok, Reels, otros).
* Organizar el material audiovisual y entregar contenido listo para publicación.
* Proponer ideas creativas para generar contenido de alto impacto.

**Requisitos:**

* Estudiante de últimos ciclos o egresado de Comunicación Audiovisual, Producción Audiovisual, Ciencias de la Comunicación o carreras afines.
* 1 año de Experiencia como clipero y edición audiovisual.
* Dominio de softwares profesionales: Adobe Premiere, After Effects, Capcut y plataformas como Canva, otros.
* Conocimiento en aplicación de IA en fotos y videos.
* Disponibilidad para cumplir el horario indicado y asistir a eventos en distintas partes de Lima.

**Se requiere:**

* Creatividad e iniciativa.
* Excelente criterio visual.
* Capacidad para producir contenido orientado a redes sociales y campañas digitales.
* Organización y cumplimiento de plazos.
* Trabajo en equipo.
* Capacidad para trabajar bajo presión durante eventos.

**Disponibilidad Inmediata.**

**Modalidad:** Presencial

**Horario:** Lunes a Viernes de 9:00 a.m. a 6:00 p.m. \| Sábado 9:00 a.m. a 1:00 p.m.

**Tipo de puesto:** Tiempo completo

**Lugar de trabajo:** Presencial en Lima

* Al realizar tu postulación por favor **colocar tus Pretensiones Salariales.**
* Adjuntar portafolio o enlace a trabajos realizados (Instagram, Behance, Drive, YouTube o Vimeo).

Lugar de trabajo: Empleo presencial

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=dba23106a4eae9d1,
Instacorp Group,2026-07-21,Asistente de Marketing,indeed,"La Victoria, LIM, PE",False,Ciencias Sociales,"**Objetivo del Puesto**

Brindar soporte integral al área de Marketing mediante el diseño de piezas gráficas, producción de contenido audiovisual, gestión de redes sociales y apoyo en la ejecución de campañas, contribuyendo al fortalecimiento de la imagen corporativa, el posicionamiento de la marca y la correcta comunicación de los servicios de la empresa.

**Funciones Principales del Puesto**

* Diseñar piezas gráficas para redes sociales, campañas publicitarias, comunicados internos, material institucional y contenido digital.
* Elaborar material publicitario impreso y POP, como banners, afiches, volantes, letreros, gigantografías, señalética y material para agencias y buses.
* Apoyar en la planificación y ejecución del calendario mensual de contenidos para redes sociales.
* Redactar guiones creativos y técnicos para videos, reels, entrevistas, campañas y contenido audiovisual.
* Participar en la producción de fotografías y videos corporativos, generando contenido que fortalezca la presencia digital de la marca.
* Programar publicaciones en redes sociales mediante Meta Business Suite y otras plataformas de gestión.
* Actualizar y adaptar piezas gráficas de acuerdo con campañas comerciales, promociones, nuevos servicios y fechas especiales.
* Investigar tendencias digitales, formatos innovadores, referencias visuales y estrategias de la competencia para generar propuestas creativas.
* Brindar soporte en la organización de campañas publicitarias, activaciones, eventos corporativos y actividades internas.
* Coordinar la impresión, distribución e instalación de material publicitario e informativo en agencias, buses y demás puntos de atención.
* Gestionar el inventario de materiales promocionales y recursos del área de Marketing.
* Utilizar herramientas de Inteligencia Artificial para optimizar imágenes, diseños, fotografías, videos, mockups y contenido digital.
* Verificar que todo el material gráfico y audiovisual cumpla con los lineamientos de identidad corporativa.
* Brindar apoyo operativo y creativo en los diferentes proyectos y requerimientos del área.

**Formación Académica**

* Egresado o estudiante de los últimos ciclos de Marketing, Diseño Gráfico, Ciencias de la Comunicación, Publicidad o carreras afines.

**Experiencia**

* Mínimo **1 año de experiencia** en áreas de Marketing, Diseño Gráfico, Publicidad o Comunicación.
* Experiencia en manejo de redes sociales y creación de contenido digital.
* Se valorará experiencia en empresas de servicios, transporte o consumo masivo.

**Conocimientos**

* Manejo de Adobe Illustrator, Photoshop y Canva (indispensable).
* Conocimientos básicos de edición de video (Premiere Pro, CapCut o software similar).
* Fotografía y producción de contenido audiovisual.
* Manejo de herramientas de Inteligencia Artificial aplicadas al diseño y marketing (ChatGPT, Midjourney, Adobe Firefly, Canva AI u otras).

**Ofrecemos**

* Ingreso a planilla REMYPE con los beneficios de ley correspondientes.
* Excelente clima laboral.
* Pago puntual de remuneraciones de forma quincenal y mensual.
* Oportunidades de línea de carrera y desarrollo profesional dentro de la organización.
* Estabilidad laboral y un adecuado clima de trabajo orientado a la colaboración y el respeto.

Sueldo: S/.1,200\.00 \- S/.1,400\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=f82551384f394c7f,
Transportes Instabus S.A.C.,2026-07-21,Asistente de Marketing,indeed,"La Victoria, LIM, PE",False,Ciencias Sociales,"**Objetivo del Puesto**

Brindar soporte integral al área de Marketing mediante el diseño de piezas gráficas, producción de contenido audiovisual, gestión de redes sociales y apoyo en la ejecución de campañas, contribuyendo al fortalecimiento de la imagen corporativa, el posicionamiento de la marca y la correcta comunicación de los servicios de la empresa.

**Funciones Principales del Puesto**

* Diseñar piezas gráficas para redes sociales, campañas publicitarias, comunicados internos, material institucional y contenido digital.
* Elaborar material publicitario impreso y POP, como banners, afiches, volantes, letreros, gigantografías, señalética y material para agencias y buses.
* Apoyar en la planificación y ejecución del calendario mensual de contenidos para redes sociales.
* Redactar guiones creativos y técnicos para videos, reels, entrevistas, campañas y contenido audiovisual.
* Participar en la producción de fotografías y videos corporativos, generando contenido que fortalezca la presencia digital de la marca.
* Programar publicaciones en redes sociales mediante Meta Business Suite y otras plataformas de gestión.
* Actualizar y adaptar piezas gráficas de acuerdo con campañas comerciales, promociones, nuevos servicios y fechas especiales.
* Investigar tendencias digitales, formatos innovadores, referencias visuales y estrategias de la competencia para generar propuestas creativas.
* Brindar soporte en la organización de campañas publicitarias, activaciones, eventos corporativos y actividades internas.
* Coordinar la impresión, distribución e instalación de material publicitario e informativo en agencias, buses y demás puntos de atención.
* Gestionar el inventario de materiales promocionales y recursos del área de Marketing.
* Utilizar herramientas de Inteligencia Artificial para optimizar imágenes, diseños, fotografías, videos, mockups y contenido digital.
* Verificar que todo el material gráfico y audiovisual cumpla con los lineamientos de identidad corporativa.
* Brindar apoyo operativo y creativo en los diferentes proyectos y requerimientos del área.

**Formación Académica**

* Egresado o estudiante de los últimos ciclos de Marketing, Diseño Gráfico, Ciencias de la Comunicación, Publicidad o carreras afines.

**Experiencia**

* Mínimo **1 año de experiencia** en áreas de Marketing, Diseño Gráfico, Publicidad o Comunicación.
* Experiencia en manejo de redes sociales y creación de contenido digital.
* Se valorará experiencia en empresas de servicios, transporte o consumo masivo.

**Conocimientos**

* Manejo de Adobe Illustrator, Photoshop y Canva (indispensable).
* Conocimientos básicos de edición de video (Premiere Pro, CapCut o software similar).
* Fotografía y producción de contenido audiovisual.
* Manejo de herramientas de Inteligencia Artificial aplicadas al diseño y marketing (ChatGPT, Midjourney, Adobe Firefly, Canva AI u otras).

**Ofrecemos**

* Ingreso a planilla REMYPE con los beneficios de ley correspondientes.
* Excelente clima laboral.
* Pago puntual de remuneraciones de forma quincenal y mensual.
* Oportunidades de línea de carrera y desarrollo profesional dentro de la organización.
* Estabilidad laboral y un adecuado clima de trabajo orientado a la colaboración y el respeto.

Sueldo: S/.1,200\.00 \- S/.1,400\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=4c6858c97a462f1b,
,2026-07-20,Practicante de Marketing-REMOTO,indeed,"Remote, PE",True,Ciencias Sociales,"**PRACTICANTE DE MARKETING**  
**Modalidad:** Híbrida (presencial y remota)  
**Disponibilidad:** Inmediata

**Descripción del Puesto**

Buscamos un **Practicante de Marketing** creativo, proactivo y con ganas de aprender, que apoye en el desarrollo de estrategias de marketing digital, creación de contenido y fortalecimiento de la presencia de la empresa en medios digitales.

**Funciones Principales**

* Crear contenido para redes sociales (Facebook, Instagram, TikTok y LinkedIn).
* Diseñar piezas gráficas utilizando Canva u otras herramientas de diseño..
* Apoyar en la grabación y edición de videos para redes sociales.
* Participar en la planificación del calendario de publicaciones.
* Investigar tendencias y proponer nuevas ideas para campañas de marketing.
* Brindar apoyo en las actividades propias del área.

**Perfil del Postulante**

* Estudiante de últimos ciclos, egresado o bachiller de Marketing, Ciencias de la Comunicación, Publicidad, Administración o carreras afines.

Conocimientos

* Manejo de redes sociales.
* Diseño básico con Canva o herramientas similares.
* Edición básica de videos (CapCut, Canva, Premiere Rush u otros).
* IA

**Competencias**

* Creatividad e iniciativa.
* Excelente comunicación escrita.
* Organización y responsabilidad.
* Proactividad y orientación a resultados.
* Capacidad para trabajar de forma autónoma y en equipo.

**Beneficios**

* Modalidad híbrida con horarios flexibles según las necesidades del área.
* Constancia de prácticas.
* Capacitación de acuerdo a desempeño.
* Participación en proyectos reales que fortalecerán tu experiencia profesional.

Sueldo: S/.0\.01 \- S/.0\.02 al mes

Pregunta(s) de postulación:

* ¿Las prácticas son por solicitud del centro de estudios o de forma voluntaria?
* ¿Tienes experiencia en capañas en tik tok , facebook o instagram?

Lugar de trabajo: Empleo remoto",https://pe.indeed.com/viewjob?jk=23573d6676586acb,
Oleohidraulics Services S.A.C.,2026-07-20,Creador(a) de contenido Audiovisual,indeed,"La Victoria, LIM, PE",False,Ciencias Sociales,"***En Oleohidraulics seguimos creciendo y estamos ampliando nuestro equipo por eso buscamos personas con talento, compromiso y pasión por desarrollarse.***

Puesto de: CREADOR DE CONTENIDO AUDIOVISUAL

\- Bachiller en ciencias de la comunicación, comunicación audiovisual, publicidad, marketing o afines

\- Mas de 2 años de experiencia en creación de contenido (rubro: minero, industrial)

\- Nivel avanzado de diseño grafico y edición (photoshop, ilustrator, premiere, cap cut, canva, y afines)

\- Manejo y conocimiento de equipos audiovisuales

\- Manejo de redes sociales y paginas web

**\- Disponibilidad para laborar en el distrito de La Victoria.**

Tipo de puesto: Tiempo completo

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=07e736bd6980ee62,
